X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1750429,5955386,334,,506613,0,,0,1,,North,2008/2009,SH 1N,WAIWERA VIADUCT MID,,Non-Injury Crash,Yes,2009,,North,,0,,Flat,,,,,,Bright sun,147000,0,0,0,1,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Open,1,,,Fine,Null
1802753,5828969,335,,527122,0,0,0,1,0,West,2008/2009,SH 1B,PEACH ROAD,,Non-Injury Crash,Yes,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,953700,0,0,0,2,0,0,0,0,0,,0,1,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,13,Waikato District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1763947,5913962,336,,520303,0,,0,2,,North,2008/2009,MOUNT WELLINGTON HIGHWAY,ROWLANDS AVENUE,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Bright sun,627600,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1771766,5894618,337,,525530,0,,0,1,,North,2008/2009,CHICHESTER DRIVE,JUPITER ST,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Bright sun,804902,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,1,,,Fine,Null
1802053,5819606,338,,527009,0,,0,2,,South,2008/2009,GORDONTON ROAD,GREENHILL ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Dark,952327,0,0,0,1,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,80,,None,0,0,,16,Hamilton City,Unknown,,,,,0,0,Open,0,,,Null,Null
1744334,5918283,339,,513302,0,0,0,1,1,West,2009/2010,SWANSON ROAD,RATHGAR ROAD,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Dark,233400,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1749964,5914060,340,,511303,0,,0,2,,Null,2008/2009,GREAT NORTH ROAD,MEMORIAL DRIVE,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Dark,266000,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1768311,5913868,341,,523000,0,,0,2,,Null,2008/2009,GOSSAMER DRIVE,PAKURANGA ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,690700,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1854739,5872702,342,,534200,0,0,0,0,0,North,2009/2010,SH 25,WAIHARAKEKE RIV BR,,Non-Injury Crash,Yes,2009,0,South,0,0,1,Hill Road,0,,0,,0,Bright sun,1082701,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,12,Hauraki District,Unknown,0,0,0,0,1,0,Open,0,0,0,Fine,Null
1766645,5899897,343,,524713,0,,0,2,,Null,2009/2010,WEYMOUTH ROAD,GLENVEAGH PARK DRIVE,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Overcast,775805,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1771820,5913041,344,,523102,0,0,0,2,0,West,2008/2009,MEADOWLAND DRIVE,CLYDESDALE AVENUE,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Overcast,711005,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1754129,5929613,345,,508420,0,0,0,1,0,East,2008/2009,ELLICE ROAD,GIRRAHWEEN DRIVE,,Non-Injury Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Bright sun,182705,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1883921,5774051,346,,540410,0,,0,2,,North,2008/2009,TAREWA ROAD,SH 30A,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Overcast,1231900,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,24,Rotorua District,Stop,,,,,0,0,Urban,0,,,Fine,Null
1850315,5765705,347,,535340,0,0,0,1,0,Null,2008/2009,MAY ST,BILLAH ST,,Non-Injury Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,1141500,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,19,South Waikato District,Give way,1,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1790663,5840061,348,,527402,0,0,0,2,0,Null,2009/2010,TAINUI BRIDGE ROAD,SH 1N,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,,0,,0,Dark,947100,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,70,0,On,0,0,,13,Waikato District,Traffic Signals,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1749860,5914114,349,,511303,0,0,0,2,0,West,2008/2009,HUGH BROWN DRIVE,DELTA AVENUE,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Dark,266403,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1767111,5905524,350,,524603,0,,0,2,,Null,2009/2010,GREAT SOUTH ROAD,REAGAN ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Dark,780205,0,0,0,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1768217,5902441,351,,524602,0,,0,2,,East,2008/2009,ORAMS ROAD,GREAT SOUTH ROAD,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Dark,780700,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1753919,5924820,352,,510500,0,,0,2,,North,2008/2009,BIRKENHEAD AVENUE,ONEWA ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Dark,355800,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Heavy rain,Null
1717320,6038305,353,,502005,0,0,0,1,0,South,2009/2010,SH 1N,PORTLAND ROAD,,Non-Injury Crash,Yes,2009,1,North,0,0,0,Flat,0,,0,,0,Overcast,74601,0,0,0,2,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,2,Whangarei District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1776296,5911016,354,,523202,0,,0,1,,Null,2009/2010,CLIFTON ROAD,POTTS ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,718202,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,1,0,Urban,0,,,Fine,Null
1928910,5782109,355,,542540,0,0,0,1,0,North,2009/2010,SH 34,ONEPU SPRING ROAD,,Non-Injury Crash,Yes,2009,0,South,0,0,1,Flat,0,,0,,0,Overcast,1324602,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,25,Whakatane District,Unknown,0,0,0,1,0,0,Open,0,0,0,Light rain,Null
1848896,5765903,356,,535310,0,,0,1,,West,2009/2010,BAIRD ROAD,ELIZABETH DRIVE,,Non-Injury Crash,No,2009,,West,,0,,Hill Road,,,,,,Bright sun,1135702,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,19,South Waikato District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1901499,5782372,357,,538820,0,0,0,1,1,East,2008/2009,SH 30,LAKE OKATAINA ROAD,,Non-Injury Crash,Yes,2009,0,West,0,0,0,Hill Road,0,,0,,0,Bright sun,1253002,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,24,Rotorua District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1755261,5935946,358,,507101,0,0,0,1,0,Null,2009/2010,CARLISLE ROAD,FINCHLEY ROAD,,Non-Injury Crash,No,2009,0,South,0,0,0,Hill Road,0,,0,,0,Overcast,159201,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Stop,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1761092,5906107,359,,524200,0,0,0,1,0,East,2008/2009,MASSEY ROAD,DUGGAN AVENUE,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,Queens Birthday,0,,0,Twilight,728200,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1755968,5920154,360,,514000,0,0,0,1,1,Null,2009/2010,WELLINGTON ST,WELLINGTON STREET,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Dark,414800,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1741841,5926933,361,,513701,0,0,0,0,0,North,2008/2009,SH 16,BRIGHAM CREEK ROAD,,Non-Injury Crash,Yes,2009,0,North,0,0,0,Hill Road,0,,0,,0,Bright sun,220200,0,0,0,3,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,80,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Open,1,0,0,Fine,Null
1810673,5814683,362,,527004,0,0,0,0,0,North,2009/2010,SH 1B,TAUWHARE ROAD,,Non-Injury Crash,Yes,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,957500,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,1,0,,13,Waikato District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1867133,5713487,363,,541720,0,,0,1,,West,2008/2009,HOROMATANGI ST,SH 1N,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Overcast,1274100,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,21,Taupo District,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1719372,6045916,364,,503100,0,,0,2,,South,2009/2010,BANK ST,HUNT ST,,Non-Injury Crash,No,2009,,North,,0,,Hill Road,,,,,,Bright sun,99700,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,2,Whangarei District,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1935156,5621833,365,,546200,0,0,0,1,0,East,2009/2010,BATTERY ROAD,HYDERABAD ROAD,,Minor Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Bright sun,1419200,1,0,0,2,0,0,0,0,0,,0,1,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,31,Napier City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1759685,5924899,366,,508110,0,0,0,2,0,Null,2009/2010,LAKE ROAD,BAYSWATER AVENUE,,Non-Injury Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Overcast,317900,0,0,0,4,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1745469,5920994,367,,513301,0,,0,2,,South,2008/2009,SELWOOD ROAD,THE CONCOURSE,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,230200,0,0,0,2,,,0,,,,,,Auckland Region,Bridge,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1758329,5918379,368,,517400,0,,0,2,,Null,2009/2010,KHYBER PASS ROAD,KINGDON ST,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Twilight,451000,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1756628,5919655,369,,514102,0,,0,2,,North,2009/2010,HOBSON ON SBD,SH 1N,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Bright sun,435500,0,0,0,1,,,0,,,,,,Auckland Region,Motorway ramp,1-way,Sealed,,0,0,,80,,Null,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Open,0,,,Fine,Null
1856097,5803467,370,,535231,0,0,0,1,0,East,2008/2009,SH 29,SH 28,,Non-Injury Crash,Yes,2009,0,North,0,0,1,Hill Road,1,,0,,0,Overcast,1114500,0,0,0,3,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,15,Matamata-Piako District,Unknown,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Null
1868900,5709956,371,,541760,0,0,0,1,0,North,2008/2009,HYDE AVENUE,MARSHALL AVENUE,,Non-Injury Crash,No,2009,0,South,0,0,0,Hill Road,0,,0,,0,Dark,1267006,0,0,0,2,0,0,0,0,0,,0,1,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,21,Taupo District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1749965,5913818,372,,511303,0,,0,2,,Null,2009/2010,TOTARA AVENUE,CLARK ST,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Bright sun,265100,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1716507,6059999,373,,504300,0,,0,2,,South,2009/2010,KING ST,VALLEY ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Dark,63100,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,2,Whangarei District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1932575,5608502,374,,545721,0,,0,0,,Null,2008/2009,RUAHAPIA ROAD,WHAKATU ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Dark,1471600,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,100,,None,1,0,,30,Hastings District,Give way,,,,,0,0,Open,1,,,Fine,Null
1755653,5919752,375,,515302,0,0,0,2,0,West,2008/2009,DOUGLAS ST,PONSONBY ROAD,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Twilight,432100,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,1,0,Fine,Null
1748509,5961389,376,,506613,0,,0,2,,South,2008/2009,SH 1N,SCHOLLUM ACCESS ROAD,,Non-Injury Crash,Yes,2009,,North,,0,,Hill Road,,,,,,Dark,147107,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Open,1,,,Fine,Null
1756404,5927154,377,,507900,0,0,0,2,1,South,2008/2009,SH 1N,NORTHCOTE OBR,,Non-Injury Crash,Yes,2009,0,North,0,0,0,Flat,0,,0,,0,Dark,303501,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1763975,5905386,378,35,524303,0,0,0,1,0,East,2008/2009,HILLCREST ROAD,ALABASTER DRIVE,,Non-Injury Crash,No,2009,0,West,0,0,1,Flat,0,,0,,0,Overcast,657601,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Heavy rain,Null
1745430,5920457,379,,513301,0,,0,1,,Null,2009/2010,LINCOLN ROAD,LINCOLN ON WBD S,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,230301,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null
1890493,5810685,380,,536642,0,,0,0,,South,2008/2009,NO 3 ROAD,NO 4 ROAD,,Non-Injury Crash,No,2009,,North,,0,,Hill Road,,,,,,Bright sun,1207802,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,100,,Null,1,0,,22,Western Bay of Plenty District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1751277,5927059,381,,510010,0,0,0,1,0,South,2009/2010,LANCASTER ROAD,BEACH HAVEN ROAD,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,,0,,0,Bright sun,343100,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1757025,5919442,382,,514103,0,,0,1,,Null,2009/2010,KARANGAHAPE ROAD,QUEEN ST,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Twilight,436401,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1761514,5914787,383,,520201,0,,1,1,,Null,2008/2009,MAIN HIGHWAY,AMY ST,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Bright sun,611400,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1790045,5814442,384,30,527913,0,0,0,1,0,East,2009/2010,SH 23,STORE ROAD,,Non-Injury Crash,Yes,2009,0,West,1,0,0,Flat,0,,0,,0,Dark,978500,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Unsealed,0,0,0,0,100,0,None,0,0,,13,Waikato District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1770324,5911308,385,,523113,0,,0,1,,Null,2009/2010,TE IRIRANGI DRIVE,TI RAKAU DRIVE,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,711716,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,70,,Null,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null
1883922,5774047,386,,540410,0,,0,1,,Null,2009/2010,SH 30A,TAREWA ROAD,,Non-Injury Crash,Yes,2009,,East,,0,,Flat,,,,,,Dark,1231900,0,0,0,5,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,60,,On,1,0,,24,Rotorua District,Stop,,,,,0,0,Urban,0,,,Light rain,Null
1745414,5917449,387,,510700,0,,0,2,,East,2009/2010,ALDERMAN DRIVE,GREAT NORTH ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Dark,239900,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Light rain,Null
1755705,5916302,388,,518201,0,0,0,1,0,West,2008/2009,DUNBAR ROAD,DOMINION ROAD,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Dark,552700,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Stop,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1753967,5926856,389,,508610,0,,0,2,,Null,2009/2010,CORONATION ROAD,ARCHERS ROAD,,Non-Injury Crash,No,2009,,East,,0,,Hill Road,,,,,,Overcast,205201,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1745074,5917869,390,,510700,0,,0,2,,South,2008/2009,LINCOLN ROAD,SEL PEACOCK DRIVE,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,240200,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1791111,5497863,391,,564013,0,,0,2,,Null,2008/2009,SH 1N,SH 57,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Overcast,1856700,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,42,Horowhenua District,Give way,,,,,0,0,Open,0,,,Fine,Null
1755079,5930172,392,,508420,0,,0,1,,North,2008/2009,SH 1N,SUNNYNOOK OBR,,Non-Injury Crash,Yes,2009,,North,,0,,Hill Road,,,,,,Twilight,182100,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,1,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1761749,5906566,393,,524112,0,,0,2,,Null,2008/2009,MASSEY ROAD,MASSEY ON SBD,,Non-Injury Crash,Yes,2009,,West,,0,,Flat,,,,,,Bright sun,742300,0,0,0,5,,,0,,,,,,Auckland Region,Motorway ramp,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1747003,5919782,394,,512402,0,,0,2,,West,2009/2010,SH 16,TE ATATU ON WBD,,Non-Injury Crash,Yes,2009,,West,,0,,Flat,,,,,,Twilight,252300,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,1,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null
1768460,5905430,395,,523722,0,,0,2,,Null,2009/2010,BOUNDARY ROAD,OTHELLO DRIVE,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,715910,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,30,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1772457,5445879,396,,567400,0,0,0,1,0,Null,2008/2009,ROUTLEY CRESCENT,TUI GROVE,,Non-Injury Crash,No,2009,0,East,0,0,0,Flat,0,,0,,1,Dark,1887100,0,0,0,1,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,45,Upper Hutt City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1767955,5904435,397,,524604,0,0,0,2,0,North,2009/2010,SH 1N,REDOUBT OBR,,Non-Injury Crash,Yes,2009,0,North,0,0,0,Hill Road,1,,0,,0,Dark,780302,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,On,0,0,80,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1756048,5917413,398,,518201,0,,0,2,,South,2008/2009,DOMINION ROAD,VALLEY ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Dark,547800,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1720023,6048159,399,,502700,0,0,0,1,0,Null,2009/2010,WAIATAWA ROAD,CAIRNFIELD ROAD,,Non-Injury Crash,No,2009,0,North,0,0,1,Flat,0,,0,,0,Dark,91200,0,0,0,2,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,2,Whangarei District,Stop,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1750867,5925910,400,,510020,0,,0,2,,South,2008/2009,RANGATIRA ROAD,TEAL CRESCENT S,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Unknown,345000,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1777184,5582164,401,,557400,0,0,0,0,0,Null,2008/2009,PATERSON ST,QUICK AVENUE,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,,0,,0,Dark,1710200,0,0,0,2,0,0,0,0,0,,0,1,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,1,0,,37,Whanganui District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1771220,5898880,402,,523911,0,0,0,2,0,East,2009/2010,AIRFIELD ROAD,TAKANINI SCHOOL ROAD,,Non-Injury Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Dark,767003,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1772052,5913766,403,,523102,0,,0,1,,Null,2009/2010,WHITFORD ROAD,UNION ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Dark,711025,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
